product_id,product_category,product_brand,product_name,img,rating,description,price,quantity
1073,Conditioner,Obsessive Compulsive Cosmetics,Nail Lacquer,img_eas_product661.webp,5,Obsessive Compulsive Cosmetics Anime that is permanent and retails for $10.00 and contains 0.50 oz.,33.69,85
1074,Hairstyling,Obsessive Compulsive Cosmetics,OCC Skin Clear Mixing Medium,img_mak_product10577.webp,4,"An extraordinary multi-use product, it can be used alone to sheer out existing OCC Skinâ„¢ shades. As a mixing medium, itâ€™s also used to emulsify ourÂ Loose ColoursÂ for custom colour airbrush applications. Because it has the same natural matte finish as our foundations, it also functions as an effective anti-shine spray for a powder-free application.",20.3,53
1075,Face Care,Obsessive Compulsive Cosmetics,OCC Skin Primer,img_phy_product12995.webp,5,"Designed to be applied with ourÂ #002 Foundation Brush, this lightweight lotion soothes and moisturizes, and creates a smooth surface for makeup to adhere to - an essential first step before applying airbrush makeup. Chamomile Extract soothes sensitive skin, while Cornflower Extract helps to keep moisture levels in check. Excellent as a combination moisturizer/primer for oil-rich skintypes. Also a phenomenal eye base for ourLoose Colours, giving them incredible longevity. Voted one ofÂ Women's Day Magazine'sÂ Top Beauty Buys!",51.36,19
1076,Conditioner,Obsessive Compulsive Cosmetics,Precision Lip #10,img_phy_product2456.webp,3,"For those who prefer a more traditional lip brush, the rounded tip of the bristles comes to a firm point, for a perfect application ofÂ Lip TarÂ or your other favorite lip products.Â ",49.44,38
1077,Face Care,Obsessive Compulsive Cosmetics,Pure Cosmetic Pigment,img_gro_product4028.webp,3,"Obsessive Compulsive Cosmetics Pure Cosmetic Pigment is a Eyeshadow that retails for $14.00 and contains 0.09 oz. There are 2 shades that have been released, which you can select from below.",24.49,1
1078,Lipstick,Obsessive Compulsive Cosmetics,Short Shader #6,img_gro_product4028.webp,4,"AÂ thick, fluffy and compact shading brush for the eyelids. A must to apply ourÂ Loose Colours.Â ",49.55,4
1079,Shampoos,Obsessive Compulsive Cosmetics,Small Shader #8,img_bee_product11159.webp,1,For compact and precise applications of powder and creme products. Excellent for small detail work.,45.68,20
1080,Hairstyling,Obsessive Compulsive Cosmetics,Tapered Blending #4,img_win_product9903.webp,5,"A standard brush in any professional's kit, an excellent brush for contouring the eye and blending into the crease.",30.86,86
1081,Face Care,Buxom,Amplified Lash Mascara,img_app_product4105.webp,2,"Amplified Lash will rock your world. All it takes is a simple turn of the dial. Crank up the expandable brush to the fully extended position to majorly volumize and thicken lashes, and twist down to the ultra compact position to precisely comb through lashes for incredible length and definition.",35.47,87
1082,Lipstick,Buxom,Big & Healthy Lip Cream,img_day_product6981.webp,4,"Tingle, plump & shine your pout to super-sexy proportions. No shimmer, no glimmer-just creamy glass-smooth gloss, decadent color, intoxicating shine, and that famous Buxom tingle.",29.98,71
1083,Face Care,Buxom,Big & Healthy Full-Color Lip Polish,img_man_product8110.webp,1,"Big lips. Big color. Meet our plumping polish for the Buxom babe who wants it all. Get fuller, more voluptuous lips along with opaque lipcolor.",37.09,58
1084,Shampoos,Buxom,Big & Healthy Lip Polish,img_lav_product8003.webp,4,"Tingle, plump & shine your pout to super-sexy proportions. This shimmering, sheer lip polish instantly creates the look of fuller, more voluptuous lips with luminous shine.Â ",12.17,83
1085,Shampoos,Buxom,Big & Healthy Lip Polish - Diamond,img_bru_product13307.webp,5,"Tingle, plump & sparkle & shine your pout to super-sexy proportions. This sheer, sparkling lip polish instantly creates the look of fuller, more voluptuous lips with luminous shine.Â ",29.64,43
1086,Conditioner,Buxom,Big & Healthy Lip Polish â€“ Diamond,img_tra_product11911.webp,4,"Tingle, plump & sparkle & shine your pout to super-sexy proportions. This sheer, sparkling lip polish instantly creates the look of fuller, more voluptuous lips with luminous shine.Â ",21.81,22
1087,Shampoos,Buxom,Big & Healthy Lip Stick,img_bea_product954.webp,3,"This 3-in-1 Lip Perfecter does three jobsâ€”it defines the shape of the lips like a liner, fills them in with velvet matte color, and plumps them to their full Buxom potential.",53.3,25
1088,Lipstick,Buxom,Big & Healthy Lip Tarnish,img_wom_product1732.webp,4,"Big & Healthy Lip Tarnish takes color to a new levelâ€”it tints like a stain, shines like a gloss, moisturizes like a balm, and plumps like nobody's business.",14.14,45
1089,Lipstick,Buxom,Full-Bodied Lip Gloss,img_iri_product9074.webp,1,"Talk the talk with this ultra-hydrating, volumizing lip gloss with a smooth, soft-cushion sensation. Its dual moisturizing and plumping formula, powered by time-released, encapsulated hyaluronic spheres, promotes constant hydration and fullness.",19.51,71
1090,Face Care,Buxom,Inside Eyeliner,img_gla_product7596.webp,3,"Layer on the jewels with Buxom Insider Eyeliners. The rich, velvety twist-up pencil liner glides on ultra smooth to deliver the perfect line without tugging.",20.93,8
1091,Conditioner,Buxom,Lash Mascara,img_cha_product1240.webp,2,"Bigger is better. Buxom Lash Mascara intensely volumizes for bigger, fuller lashes.Â ",23.44,2
1092,Conditioner,Buxom,Lashliner,img_bee_product6835.webp,1,"Buxom Lashliner may look like just an eyeliner, but it's also a thickening and conditioning treatment that instantly takes your lashes from hardly any to very many.",58.41,75
1093,Hairstyling,Buxom,Pen & Ink Long-Last Eyeliner,img_sug_product11458.webp,3,Â The versatile flat felt-tip is ideal for delivering a sleek or bold line in a soft shine finish with complete precision.,71.67,62
1094,Shampoos,Buxom,Stay-There Eyeshadow,img_app_product8157.webp,5,"This bounc-i-licious new eye color offers the ultimate experience with an unexpectedly plush, lightweight texture and vivid color. It leaps and bounds beyond what you've come to expect from eye colorâ€”and it's even waterproof. Named after our loyal four-legged friends, these stay-put shades will be your faithful new beauty companions as they comfort and care for your pretty peepers. The mineral-infused, paraben-free formula pampers delicate skin with soothing Aloe extract and vitamin Eâ€”all with a non-greasy, long-wearing finish. Touch it. Pet it. Love it. ",5.0,89
1095,Conditioner,Buxom,Stick Around Eye Primer,img_old_product11677.webp,1,This eye primer pencil acts as the perfect companion to your favorite eye products.Â ,74.4,10
1096,Face Care,Buxom,True Hue Blush,img_oli_product2054.webp,5,"Sweep on this silky, sheer ultra-buildable blush for the color of your dreams. True Hue Blush contains rhodiola, an arctic plant root that makes cheeks appear refreshed, allowing them to come alive with color.Â ",74.11,1
1097,Hairstyling,Buxom,Waterproof Lash Mascara,img_cha_product4405.webp,5,Waterproof Lash Mascara intensely volumizes while separating and defining every single lash.,69.72,50
1098,Shampoos,Buxom,Waterproof Smoky Eye Sticks,img_hom_product11559.webp,2,"This versatile eye stick is your secret weapon for sexy, smoky eyes. Sultry and smoldering, it shadows, lines and smokes for easy killer eye looks. The waterproof, smudge proof formula stays put, so your eye look will stay fierce as long as you do.",25.52,85
1099,Lipstick,md formulations,Continuous Renewal Complex Large,img_gro_product4028.webp,3,"Renew and revive with our age-defying serum. Ideal for combination, oily and normal skin, the lightweight formula works to diminish the signs of aging, including fine lines and wrinkles. Use as a daily facial treatment to reveal softer, smoother, younger-looking skin.",10.77,56
1100,Lipstick,md formulations,Continuous Renewal Complex Small,img_the_product5177.webp,4,"Renew and revive with our age-defying serum. Ideal for combination, oily and normal skin, the lightweight formula works to diminish the signs of aging, including fine lines and wrinkles. Use as a daily facial treatment to reveal softer, smoother, younger-looking skin.",10.8,78
1104,Conditioner,md formulations,Critical Care Shielding CrÃ¨me,img_pai_product5316.webp,5,Our cutting-edge formula uses Polysilicone and Epidermal Fortifying Lipid (EFL) Technology to strengthen the skin's natural protective barrier. Promote optimal skin repair following environmental damage or skin resurfacing treatments.,14.74,5
1105,Hairstyling,md formulations,Critical Care Skin Repair Complex,img_wom_product85.webp,2,"Reveal your smoothest, most beautiful skin. Our revolutionary Critical Care Skin Repair Complex is clinically proven to help repair skin cells.",8.13,40
1106,Conditioner,md formulations,Daily Peel Pads,img_red_product13448.webp,1,"Want brand new skin? All you have to do is uncover it. Our convenient peel pads lightly and gradually sweep away roughness and damaged skin cells to reveal youthful, healthy-looking skin. They also prepare your skin to take in essential moisture, vitamins and nutrients. Resurface and refine your skin daily with our weightless, deep-cleaning formula.",29.27,31
1107,Conditioner,md formulations,Face & Body Scrub,img_cha_product836.webp,4,"Take a few years off your skin. Our gentle scrub cleanses the face and body while removing dry, rough skin along the way. Enjoy improved skin texture and clarity in addition to a good clean.",60.3,92
1108,Hairstyling,md formulations,Face & Body Scrub Travel Size,img_des_product8312.webp,1,"Take a few years off your skin. Our gentle scrub cleanses the face and body while removing dry, rough skin along the way. Enjoy improved skin texture and clarity in addition to a good clean.",75.28,92
1109,Face Care,md formulations,Facial Cleanser,img_sup_product10235.webp,2,"Meet our best-selling product for over three years. Ideal for normal/combination skin as well as dry skin, our daily cleanser literally dissolves makeup, oil and residue â€” revealing softer, smoother, healthier-looking skin.",40.25,36
1110,Lipstick,md formulations,Facial Cleanser Travel Size,img_hom_product11559.webp,1,"Meet our best-selling product for over three years. Ideal for normal/combination skin as well as dry skin, our daily cleanser literally dissolves makeup, oil and residue â€” revealing softer, smoother, healthier-looking skin.",33.13,55
1111,Lipstick,md formulations,Facial Cleanser: Sensitive Skin Formula,img_dri_product5424.webp,4,"If exfoliation has irritated your skin in the past, you're going to love this extra-gentle version of our best-selling Facial Cleanser. It exfoliates as well as dissolving makeup, oil and daily residue â€” leaving softer, smoother skin.",60.9,92
1112,Face Care,md formulations,Facial Cleansing Gel,img_wom_product85.webp,2,"Reveal softer, smoother, healthier-looking skin with this targeted formula for oily and problem-prone complexions. Use our lathering gel in the morning and at night to remove surface oil, balance oil production, and reduce the appearance of enlarged pores. Not only does it cleanse and clarify, but it also contains our revolutionary glycolic compound â€” a natural exfoliant â€” to gently remove dulling skin cells, which can clog pores.",19.66,60
1113,Shampoos,md formulations,Faux Tan Body Moisturizer,img_bot_product1515.webp,2,"Turn a daily routine into a golden opportunity. This nourishing moisturizer has a touch of sunless tanner, so it gives you super soft skin with a gradual, streak-free tan. Why not keep that natural, warm glow all year long?",34.24,63
1114,Lipstick,md formulations,Faux Tan Shimmering Body Moisturizer,img_vit_product2431.webp,4,"This is going to be one of your favorite products, ever. It will give your skin a gorgeous, luminous glow, and only gets better the more you wear it. This is your daily moisturizer with the added benefit of a shimmering golden tan all year round.",21.02,40
1115,Shampoos,md formulations,Faux Tan Sunless Tanner,img_mor_product7282.webp,3,"Wish you could look like you spent a day at the beach? Thankfully you can get a safe, all-over tan in a bottle. This luminous warmth is easy to apply to your whole body and works on even the most sensitive skin â€” leaving you soft and glowing.",61.66,33
1116,Hairstyling,md formulations,Glycare Lotion,img_her_product11052.webp,4,"Excess oil equals excess shine. Put an end to that unwanted shine on your forehead with our powerful antibacterial corrector. Ideal for very oily complexions, our Glycare Lotion minimizes surface oil, helps to prevent breakouts, and reduces the appearance of enlarged pores. Go clear and shine-free today.",26.38,40
1117,Hairstyling,md formulations,Hand & Body CrÃ¨me,img_che_product3437.webp,5,"Smooth out your edges. Ideal for hands, elbows and knees, our Hand & Body Creme contains a glycolic compound to exfoliate surface skin cells in exposed areas. Reveal youthful skin that's soft and healthy with this gentle crÃ¨me, which works well with all skin types.",12.48,97
1118,Lipstick,md formulations,Lip Balm SPF 20,img_per_product11747.webp,2,"If you want super soft lips, you need to fight back. The enemy? Sun damage and extreme weather. Our broad-spectrum SPF 20 provides a year-round defense against harmful UVA/UVB rays, whether you're at the beach or in the snow. Get balmed with our ultimate lip protection.",45.36,80
1119,Shampoos,md formulations,Moisture Defense Antioxidant Comfort CrÃ¨me,img_bot_product1515.webp,5,"Deep hydration doesn't have to be greasy. Our rich-yet-gentle crÃ¨me is the ideal moisturizer for very dry skin, combination skin, and dry, sensitive skin. Rebuild the skin's protective barrier with this advanced formula, which absorbs immediately to leave skin soft, hydrated, and calm.",7.56,97
1120,Lipstick,md formulations,Moisture Defense Antioxidant CrÃ¨me,img_bee_product11609.webp,1,"Today, you need more than intense hydration. You also need to prevent future skin damage. That's why our Moisture Defense Antioxidant CrÃ¨me contains four powerful antioxidants to defend against environmental stress. Rebuild the skin's protective barrier with this gentle crÃ¨me, which is ideal for dry, combination, and sensitive skin.",40.09,45
1121,Face Care,md formulations,Moisture Defense Antioxidant Eye CrÃ¨me,img_oil_product1653.webp,3,"Dark circles. Fine lines. Puffiness. Sounds like your defenses need a boost. Get soothing relief with our hydrating and firming daytime treatment. Ideal for all skin types, it has light-deflecting pearls to enhance radiance and reduce the appearance of common eye issues. Restore vital moisture and rebuild the skin's protective barrier in the most delicate eye areas.",22.89,83
1122,Face Care,md formulations,Moisture Defense Antioxidant Hydrating Gel,img_che_product3437.webp,2,"Need a moisturizer without any added oil? Our Moisture Defense Antioxidant Hydrating Gel is perfect for oily and problem-prone skin. Great for both men and women, it provides the oil-free moisture you need for a clear, healthy-looking complexion. Apply over your acne treatments to hydrate blemished areas safely, without adding to the problem.",16.52,53
1123,Lipstick,md formulations,Moisture Defense Antioxidant Lotion,img_tra_product11911.webp,4,"It's time to mount your defense. Restore vital moisture and guard against environmental stress with our amazing daily lotion. With continued use, fine lines diminish, and moisture levels surge. Rebuild the skin's protective barrier with this gentle formula, which is ideal for dry, combination and sensitive skin.",20.99,37
1124,Conditioner,md formulations,Moisture Defense Antioxidant Spray,img_vin_product8400.webp,1,"Your best defense is a fast offense. Restore vital moisture and rebuild your skin's protective barrier with a quick push of a button. Our light, oil-free spray reactivates skin hydration whenever you need it throughout the day.",59.59,16
1125,Lipstick,md formulations,Pedicreme,img_win_product1554.webp,3,"Hate those calluses on your heels or toes? Exfoliate the rough, dry areas of your feet with this intensive treatment formula. Not only does it eliminate thick patches of skin â€” including the stubborn ones on your heels â€” but it retexturizes along the way for softer, more supple feet.",68.69,87
1126,Face Care,md formulations,The TEMPS: Lip Plumping Treatment,img_sce_product8871.webp,1,"A convenient two-in-one treatment that simultaneously moisturizes and plumps, this temporary lip solution helps you create fuller, smoother lips without painful, costly injections. Plus, with continued use, its effective peptide complex works to encourage plumper, younger-looking lips.",42.52,61
1127,Lipstick,md formulations,Total Protector 30,img_mak_product2701.webp,4,"Recommended by The Skin Cancer Foundation. Total Protector 30 provides the skin with maximum protection against the environmental factors that lead to premature skin aging. This broad spectrum sun protector is formulated for individuals with highly sun sensitive skin, and provides protection from both UVA and UVB rays.",63.37,9
1128,Face Care,md formulations,Vit-A-Plus Anti-Aging Eye Complex Travel Size,img_bre_product12633.webp,5,"Dramatically reduce the appearance of fine lines and wrinkles while increasing resiliency and firmness in the delicate eye area. Ideal for all skin types, our clinically proven formula, which combines Vitamin A and glycolic compound, works beneath the surface where wrinkles begin. Apply this oil-free crÃ¨me before bedtime.",21.24,42
1137,Face Care,Buxom,Hot Escapes,img_bee_product4907.webp,1,"Buxom Hot Escapes is a Bronzer. There are 1 shades that have been released, which you can select from below.",62.97,14
1139,Lipstick,Buxom,Passport Collection,img_wom_product85.webp,3,"Buxom Passport Collection is a Face Palette that retails for $39.00. There are 2 shades that have been released, which you can select from below.",23.11,62
1140,Face Care,Buxom,Color Choreography Eyeshadow,img_foo_product8224.webp,1,"Buxom Color Choreography Eyeshadow is a Eyeshadow. There are 37 shades that have been released, which you can select from below.",43.02,98
1141,Face Care,Buxom,Color Choreography Eyeshadow Palette,img_pai_product5316.webp,3,"Â This versatile 5-shade palette offers a range of finishes from matte to shimmer in a multitude of alluring shades, including a vivid pop of color. Mix and match the creamy, rich, blendable, long-lasting shadows.",22.3,44
1142,Face Care,Buxom,Flirt Alert Eye Palette,img_egg_product11194.webp,1,"Buxom Flirt Alert Eye Palette is a Eye Palette that retails for $19.50. There are 1 shades that have been released, which you can select from below.",33.67,80
1143,Conditioner,Buxom,Fully-Loaded Lips Duo,img_pha_product5202.webp,1,"Buxom Fully-Loaded Lips Duo is a Lip Palette that retails for $18.00. There are 1 shades that have been released, which you can select from below.",60.49,32
1144,Shampoos,Buxom,Lip Polish,img_bot_product4317.webp,4,"Buxom Lip Polish is a Lipgloss. There are 1 shades that have been released, which you can select from below.",60.67,20
1145,Conditioner,Chanel,Aqua Crayon Lip Colour,img_win_product1644.webp,1,"Waterproof, long-lasting lip liner. Automatic pencil never needs sharpening. Delivers a precise, professional line. Waterproof formula stays put for hours and hours without feathering or bleeding.",62.7,28
1146,Lipstick,Chanel,Base Lumiere Illuminating Makeup Base,img_mak_product10577.webp,5,"Fresh, oil-free makeup base evens out and illuminates the complexion. Hydrating gel formula minimizes the appearance of imperfections with a beautifully smooth finish that makes foundation application easier and extends its wear, hour after beautiful hour.",58.39,27
1147,Lipstick,Chanel,Base Ombre a Paupieres Professional Eyeshadow Base,img_phy_product12995.webp,1,"Innovative base assures longer-lasting eyeshadow wear, helps conceal imperfections and brightens the eye in an instant. Soft, creamy texture provides all-day wear for eyeshadow; prevents creasing and fading. Talc helps minimize imperfections. Optical pigments add radiance to the eye. Special applicator allows for smooth delivery of base.",45.29,86
1148,Lipstick,Chanel,Base Protectrice Protective Base Coat,img_gir_product6984.webp,4,"Practicality takes on a new poise â€“ and polish â€“;safeguarding nails against chipping. CHANEL maximizes the manicure with a base coat and top coat that work in tandem to strengthen and protect, while reducing the appearance of white spots.",74.52,30
1149,Lipstick,Chanel,Beaute des Cils Nourishing Mascara Base,img_fru_product5619.webp,5,"The all-important first step in strengthening lashes, this conditioning formula fortifies and hydrates, while enhancing lash volume, length and curl. Can also be worn as a lash-strengthening 'mask' at night.",7.1,66
1150,Face Care,Chanel,Beaute Initiale Eye Energizing Multi-Protection Eye Cream Anti-Puffiness/Dark Circles,img_soa_product4075.webp,4,"A refreshing eye cream to address dark circles and/or the first signs of lines. At the heart of the formula: Blue Ginger PFA*, combined with vitamins and minerals, delivers an ongoing boost of energy to help counteract signs of fatigue in the vulnerable eye area. Yeast Extract helps measurably reduce dark circles and puffiness. Protecting against premature aging that may result from UV exposure: broad-spectrum SPF 15.",53.93,18
1151,Face Care,Chanel,#4 Blush,img_loa_product7797.webp,3,Expertly tapered bristles allow the professional application of blush to highlight cheekbones and accentuate the contours of the face.,56.17,57
1152,Conditioner,Chanel,Blush Horizon de Chanel,img_flo_product13248.webp,3,"Chanel Blush Horizon de Chanel is a Blush. There are 1 shades that have been released, which you can select from below.",23.7,3
1154,Shampoos,Chanel,Body Excellence Firming and Rejuvenating Cream,img_mak_product2701.webp,1,"A powerful firming cream helps tighten and tone skin to its sleekest silhouette. Formulated with an organic silicone derivative, it helps maintain skinâ€™s support system for a demonstrably denser look, with enhanced suppleness and 'bounce.' A unique complex of smoothing sugars gently exfoliates coarse, uneven areas, helping to stimulate cell renewal on a daily basis.",42.57,44
1155,Lipstick,Chanel,Body Excellence Nourishing and Rejuvenating Hand Cream,img_por_product7843.webp,3,"This multi-tasking, revitalizing formula contains a power-play of ingredients -- licorice extract, to help improve skin clarity by visibly reducing the look of age spots, and Pro-Vitamin B5, to help condition cuticles and coat nails -- for a measurably healthier-looking appearance.",29.99,44
1156,Shampoos,Chanel,Body Moisture,img_bar_product1294.webp,3,"Lightweight, luxurious lotion offers an intriguing way to enjoy CHANCE, the unexpected CHANEL Fragrance. Envelops your skin with silky moisture, absorbing instantly to hydrate and soften. After bath, leaves skin satiny-smooth and irresistibly scented.",53.51,50
1157,Hairstyling,Chanel,Body Stain,img_lap_product10854.webp,2,"It's your chance . . . TAKE IT! A decidedly young scent for those who dare to dream. A light, subtly sensual fragrance, filled with vitality and energy, evolves from one moment to the next, each wholly unique.",74.44,13
1158,Lipstick,Chanel,Brompton Road Poudre Tissee Highlighting Powder,img_wal_product9053.webp,5,"Chanel Brompton Road Poudre Tissee Highlighting Powder is a Blush that retails for $80.00 and contains 0.50 oz. There are 1 shades that have been released, which you can select from below.",19.17,77
1159,Face Care,Chanel,Coco Noir,img_win_product11852.webp,4,"Magnetic and uncompromising, COCO NOIR reveals a black that is intimate, seductive and intensely brilliant. Striking top notes of Grapefruit and Bergamot accentuate the floral accord, with Rose and Jasmine, while Indonesian Patchouli and Sandalwood notes add warmth.",55.2,36
1160,Lipstick,Chanel,Crayon Sourcils Sculpting Eyebrow Pencil,img_cos_product9611.webp,1,"The ideal way to groom your eyebrows. The soft, smoothly textured pencil applies easily, shapes and shades perfectly, and stays put for long-wearing, natural definition.",9.17,39
1161,Lipstick,Chanel,Demaquillant Yeux Intense Gentle Biphase Eye Makeup Remover,img_cha_product1240.webp,4,"Dual-phase formula gently whisks away all eye makeup, even waterproof mascara. Provides effective eye makeup removal with the refreshing feel of water. Suitable for sensitive eyes and contact lens wearers.",57.34,63
1162,Face Care,Chanel,Chance,img_wom_product3699.webp,3,"It's your chance . . . TAKE IT! A decidedly young scent for those who dare to dream. A light, subtly sensual fragrance, filled with vitality and energy, evolves from one moment to the next, each wholly unique.",20.02,42
1163,Lipstick,Chanel,Chance Eau Fraiche,img_asi_product9434.webp,4,"CHANCE Eau FraÃ®che,Â aÂ vibrantÂ incarnation of the unexpected fragrance, now takes on a sparkling freshness. The unexpected floral bursts with a lightness and zest as notes of citrus, Water Hyacinth and Jasmine Absolute are highlighted and energized with woody notes of Amber of Patchouli and Fresh Vetiver.",63.88,5
1164,Face Care,Chanel,Chance Eau Tendre,img_sho_product7881.webp,5,"CHANCE, the countryâ€™s bestselling fragrance family, reveals its newest facet, CHANCE EAU TENDRE. CHANEL Master Perfumer Jacques Polge reimagines the decidedly young scent in a constellation of tender and vibrant notes, at once delicate and airy, with an intoxicatingly light, fruity trail.",37.41,10
1165,Conditioner,Chanel,Effets Iridescents Yeux Iridescent Effects Eyes,img_ess_product1994.webp,1,"Chanel Effets Iridescents Yeux Iridescent Effects Eyes is a Highlighter that retails for $75.00 and contains 0.46 oz. There are 1 shades that have been released, which you can select from below.",48.09,16
1166,Lipstick,Chanel,#12 Angled Brow,img_wom_product9583.webp,4,Applies and blends eyebrow pencil and powder. Use to define eyes or fill in eyebrows.,10.63,4
1167,Shampoos,Chanel,#13 Ultra Fine Eyeliner,img_bee_product6835.webp,1,An extra-fine brush designed to trace an extremely precise line along the base of the lashes.,76.37,55
1168,Face Care,Chanel,#14 Contour Shadow,img_pha_product1900.webp,2,A perfectly curved shape to precisely outline and contour.,73.94,11
1169,Lipstick,Chanel,#15 Small Eyeshadow,img_chu_product5007.webp,1,For precise application of eyeshadow on lids for different effects.Â ,22.54,68
1170,Lipstick,Chanel,#19 Large Tapered Blending,img_gir_product200.webp,1,For shading on lid or in eye crease. This brush is ideal for blending eyeshadow with precision.,8.43,26
1171,Shampoos,Chanel,#25 Large Eyeshadow,img_bot_product589.webp,2,To gently apply and blend eyeshadow on the entire eyelid.,67.79,81
1172,Lipstick,Chanel,#26 Small Contour and Shadow,img_aut_product520.webp,2,A small round-tipped firm brush for precise application of shadow along the contour of the eye.,15.83,61
1173,Shampoos,Chanel,#27 Angled Eyeshadow,img_veg_product3948.webp,5,Provides a rapid and even application of cream eyeshadow. To use on the eyelid or along the lashline.,9.36,45
1174,Lipstick,Chanel,#1 Powder,img_ess_product6761.webp,4,Perfectly adapts to the shape of the face for flawless powder application and blending.,17.71,71
1175,Lipstick,Chanel,#10 Concealer,img_ras_product10971.webp,2,Precisely applies and blends all concealer formulas. The ideal professional tool to correct imperfections and hide dark circles.,8.47,14
1176,Lipstick,Chanel,#2 Angled Powder,img_bot_product11628.webp,5,A beveled shape ideal for setting powder foundation and sculpting cheeks and facial contours. Available only on chanel.com and in Chanel Makeup Studios.,51.53,2
1177,Hairstyling,Chanel,#6 Foundation,img_wom_product5218.webp,5,"Designed as a professional artistry tool to be used with Chanel products, this foundation brush is crafted with the meticulous attention to detail that is an integral part of Chanel heritage. The compact handle is made out of lightweight wood and lacquered three times to create a matte black finish. The brush hair was shaped without using scissors or razors to deliver precise makeup results. It is the perfect tool for applying fluid or cream foundation to ensure flawless, even coverage.",11.21,9
1178,Shampoos,Chanel,#7 Blending Foundation,img_her_product11052.webp,4,"Ensures flawless, even application of all foundation types, from fluid to cream to powder, and produces a naturally luminous effect.",19.87,85
1179,Lipstick,Chanel,Touch-Up,img_boa_product9393.webp,1,"Easily portable, this is the ideal travel accessory for applying all types of powder and blush.",56.94,79
1180,Shampoos,Chanel,Gel Purete Rinse-off Foaming Gel Cleanser Purity + Anti-Pollution,img_foo_product6119.webp,3,"A gel cleanser and makeup remover for combination-to-oily skin with the de-polluting power of Tulip Tree Extract and the astringent properties of Meadowsweet Extract. Helps eliminate excess sebum and control surface oils with gentle cleansing action, to leave skin feeling fresh, clean and matte.",29.28,9
1181,Hairstyling,Chanel,Gommage Microperle Eclat Maxiumum Radiance Exfoliating Gel,img_ess_product447.webp,2,"Give lackluster skin the ultimate beauty boost with this relaxing spa-ritual treatment. This energizing, refreshing gel-cream texture delivers powerful exfoliating action for a refined, revitalized, luminous complexion.",76.13,10
1182,Conditioner,Chanel,Highlighter & Blush,img_men_product5196.webp,5,"Chanel Highlighter & Blush is a Highlighter. There are 1 shades that have been released, which you can select from below.",6.0,50
1183,Face Care,Chanel,Hydra Beauty CrÃ¨me Hydration Protection Radiance,img_win_product11852.webp,2,"At the heart of the HYDRA BEAUTY range: Camellia Alba PFA*, an active ingredient that promotes optimal moisture retention within skin cells. When combined with an improved, more powerful version of Blue Ginger PFA, a vital antioxidant, the perfect synergy of ultimate hydration and protection is created. The CrÃ¨me, with added shea butter and canola oil derivatives, will quench the driest, thirstiest skin. Ideal for normal-to-dry skin.",62.81,34
1184,Face Care,Chanel,Hydra Beauty Gel CrÃ¨me Hydration Protection Radiance,img_bee_product11020.webp,4,"At the heart of the HYDRA BEAUTY range: Camellia Alba PFA*, an active ingredient that promotes optimal moisture retention within skin cells. When combined with an improved, more powerful version of Blue Ginger PFA, a powerful antioxidant, the perfect synergy of ultimate hydration and protection is created. A light, fresh, cooling texture bathes skin in hydration for comfort, protection and increased radiance. Ideal for normal skin.",61.8,65
1185,Lipstick,Chanel,Hydra Beauty Serum Hydration Protection Radiance,img_loa_product7797.webp,2,"At the heart of the HYDRA BEAUTY range: Camellia Alba PFA*, an active ingredient that promotes optimal moisture retention within skin cells. When combined with an improved, more powerful version of Blue Ginger PFA, a vital antioxidant, the perfect synergy of ultimate hydration and protection is created. With added Hyaluronic Acid, the SÃ©rum immediately hydrates and protects the skin. Fresh and soothing, it comforts and boosts overall radiance. Ideal for all skin types.",34.38,44
1186,Conditioner,Chanel,Hydramax + Active Active Moisture Mask,img_phy_product12995.webp,1,"Discover the powerful hydrating action of a comforting mask that bathes the skin in moisture. Formulated with Ceratonia PFA*, a natural, purified ingredient, this formula targets the very heart of skin to boost the dynamics of skin hydration at the source. Its delicious cream texture envelops the skin, instantly delivering a deep feeling of soothing comfort.Â ",32.39,8
1187,Face Care,Chanel,Hydramax + Active Lip Care,img_vog_product8195.webp,2,"Soften, smooth and comfort dry, delicate lips with this highly effective lip care treatment, specifically created for intensely parched lips. Formulated with Ceratonia PFA*, a customized ingredient, along with Shea Butter and Cottonseed Oil extract, to deeply hydrate, nourish and help repair. Soft, supple and deeply moisturized, lips look sensuously plumped and perfectly smooth, with a beautiful satiny finish.*PFA: Polyfractioned Active. An ultra-pure, ultra-powerful ingredient created through an exclusive purification technique developed by CHANEL.",48.18,60
1188,Hairstyling,Chanel,Hydramax + Active Teinte Active Moisture Tinted Sunscreen Lotion Broad Spectrum SPF 15,img_pin_product7923.webp,3,"This hydrating lotion delivers essential moisture to skin and defends it from UVA and UVB rays, while imparting a healthy, natural-looking glow. At the heart of the formula: CERATONIA PFA* powerfully stimulates hydration; a Hydrabarrier Systemâ„¢ locks it in, resulting in healthy-looking, smooth, supple skin.",38.7,8
1189,Hairstyling,Chanel,Inimitable Intense Mascara Multi-Dimensionnel Sophistique,img_wom_product4797.webp,2,"This technologically advanced formula builds on the success of the original mascara, delivering dramatic effects with a unique brush. The result is a more intense lash look, with the same easy application. Lashes appear longer, thicker and more curled, yet each lash, even the finest, is still precisely separatedâ€”without clumping, spiking or flaking.",31.81,40
